,age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
1634,32.0,Married,2.0,50.0,$50 - $74,25.200000000000003,Standard,High school degree,8.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
1635,66.0,Unmarried,9.0,9.0,Under $25,4.5,Economy,High school degree,13.0,Yes,5 to 15,Highly satisfied,Male,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1636,67.0,Married,42.0,165.0,$75+,82.30000000000001,Luxury,Did not complete high school,36.0,No,More than 15,Somewhat satisfied,Male,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
1637,60.0,Unmarried,30.0,67.0,$50 - $74,34.300000000000004,Luxury,Some college,15.0,No,More than 15,Highly dissatisfied,Female,1.0,No,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
1638,35.0,Unmarried,8.0,47.0,$25 - $49,24.1,Standard,Some college,9.0,No,5 to 15,Highly dissatisfied,Male,1.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1639,54.0,Unmarried,33.0,58.0,$50 - $74,30.0,Luxury,Post-undergraduate degree,2.0,No,Less than 5,Somewhat satisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1640,32.0,Unmarried,6.0,21.0,Under $25,10.200000000000001,Economy,Did not complete high school,1.0,No,Less than 5,Somewhat satisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
1641,56.0,Unmarried,4.0,106.0,$75+,53.5,Luxury,High school degree,8.0,No,5 to 15,Highly satisfied,Female,1.0,No,No,No,No,,No,No,Yes,Yes,Yes,No,No,No,No,No
1642,59.0,Married,16.0,38.0,$25 - $49,19.400000000000002,Standard,Did not complete high school,8.0,No,5 to 15,Highly satisfied,Male,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
1643,43.0,Unmarried,9.0,130.0,$75+,65.2,Luxury,Post-undergraduate degree,10.0,No,5 to 15,Neutral,Female,1.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1644,48.0,Married,1.0,31.0,$25 - $49,15.3,Standard,Some college,0.0,No,Less than 5,Highly dissatisfied,Male,2.0,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1645,43.0,Married,4.0,98.0,$75+,48.6,Luxury,Did not complete high school,18.0,No,More than 15,Highly satisfied,Female,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1646,46.0,Unmarried,18.0,159.0,$75+,78.30000000000001,Luxury,Some college,16.0,No,More than 15,Somewhat satisfied,Female,1.0,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
1647,55.0,Married,11.0,21.0,Under $25,10.600000000000001,Economy,Did not complete high school,6.0,No,5 to 15,Somewhat satisfied,Female,2.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1648,54.0,Married,5.0,50.0,$50 - $74,25.0,Standard,Post-undergraduate degree,1.0,No,Less than 5,Somewhat dissatisfied,Male,2.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1649,38.0,Married,2.0,64.0,$50 - $74,32.4,Luxury,College degree,3.0,No,Less than 5,Somewhat dissatisfied,Female,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1650,23.0,Married,1.0,24.0,Under $25,12.100000000000001,Economy,High school degree,4.0,No,Less than 5,Neutral,Male,4.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
1651,33.0,Unmarried,3.0,32.0,$25 - $49,15.9,Standard,Did not complete high school,16.0,No,More than 15,Highly satisfied,Male,1.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1652,58.0,Unmarried,1.0,263.0,$75+,72.4,Luxury,High school degree,27.0,No,More than 15,Somewhat satisfied,Male,1.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1653,29.0,Unmarried,0.0,31.0,$25 - $49,15.5,Standard,College degree,0.0,No,Less than 5,Somewhat dissatisfied,Female,2.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1654,47.0,Unmarried,3.0,26.0,$25 - $49,12.9,Economy,College degree,2.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
1655,38.0,Married,0.0,29.0,$25 - $49,14.5,Economy,High school degree,3.0,No,Less than 5,Neutral,Female,4.0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
1656,58.0,Unmarried,37.0,18.0,Under $25,9.0,Economy,College degree,23.0,Yes,More than 15,Highly satisfied,Female,1.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1657,47.0,Unmarried,12.0,33.0,$25 - $49,16.8,Standard,Did not complete high school,1.0,No,Less than 5,Highly satisfied,Female,1.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
1658,39.0,Unmarried,10.0,54.0,$50 - $74,26.1,Standard,College degree,11.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1659,21.0,Unmarried,2.0,29.0,$25 - $49,15.0,Standard,Some college,0.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
1660,27.0,Married,1.0,34.0,$25 - $49,17.8,Standard,High school degree,5.0,No,5 to 15,Highly dissatisfied,Male,4.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1661,36.0,Married,17.0,24.0,Under $25,12.0,Economy,Some college,6.0,No,5 to 15,Highly dissatisfied,Male,6.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1662,39.0,Unmarried,9.0,52.0,$50 - $74,25.900000000000002,Standard,Some college,6.0,No,5 to 15,Somewhat dissatisfied,Female,1.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
1663,56.0,Married,8.0,117.0,$75+,56.7,Luxury,High school degree,26.0,No,More than 15,Somewhat satisfied,Male,2.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
1664,26.0,Married,1.0,24.0,Under $25,11.5,Economy,College degree,1.0,No,Less than 5,Somewhat dissatisfied,Male,4.0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
1665,63.0,Unmarried,37.0,134.0,$75+,67.2,Luxury,Did not complete high school,34.0,No,More than 15,Highly satisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
1666,46.0,Unmarried,7.0,73.0,$50 - $74,36.7,Luxury,High school degree,12.0,No,5 to 15,Highly satisfied,Male,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
1667,65.0,Married,27.0,270.0,$75+,80.3,Luxury,College degree,24.0,No,More than 15,Somewhat satisfied,Male,2.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
1668,55.0,Married,9.0,27.0,$25 - $49,13.700000000000001,Economy,Some college,2.0,No,Less than 5,Highly dissatisfied,Male,2.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1669,29.0,Married,6.0,22.0,Under $25,10.4,Economy,High school degree,6.0,No,5 to 15,Somewhat dissatisfied,Male,5.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
1670,71.0,Unmarried,27.0,13.0,Under $25,6.5,Economy,Did not complete high school,14.0,Yes,5 to 15,Somewhat satisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1671,43.0,Unmarried,8.0,30.0,$25 - $49,14.8,Economy,Some college,1.0,No,Less than 5,Neutral,Male,1.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1672,39.0,Unmarried,12.0,44.0,$25 - $49,22.400000000000002,Standard,Some college,14.0,No,5 to 15,Highly satisfied,Male,1.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
1673,31.0,Unmarried,0.0,18.0,Under $25,8.8,Economy,Did not complete high school,2.0,No,Less than 5,Somewhat satisfied,Female,1.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1674,39.0,Married,20.0,32.0,$25 - $49,15.700000000000001,Standard,High school degree,1.0,No,Less than 5,Highly dissatisfied,Female,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1675,29.0,Unmarried,2.0,23.0,Under $25,11.100000000000001,Economy,Some college,8.0,No,5 to 15,Highly dissatisfied,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
1676,32.0,Married,5.0,52.0,$50 - $74,25.8,Standard,Some college,7.0,No,5 to 15,Highly dissatisfied,Male,4.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1677,53.0,Married,4.0,108.0,$75+,51.800000000000004,Luxury,Did not complete high school,33.0,No,More than 15,Highly satisfied,Male,2.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1678,50.0,Unmarried,8.0,84.0,$75+,41.6,Luxury,College degree,17.0,No,More than 15,Somewhat dissatisfied,Female,1.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
1679,34.0,Married,10.0,18.0,Under $25,8.9,Economy,High school degree,1.0,No,Less than 5,Somewhat dissatisfied,Female,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
1680,24.0,Married,1.0,17.0,Under $25,8.4,Economy,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
1681,32.0,Married,6.0,31.0,$25 - $49,15.100000000000001,Standard,High school degree,7.0,No,5 to 15,Somewhat satisfied,Female,5.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1682,32.0,Married,9.0,26.0,$25 - $49,13.600000000000001,Economy,Did not complete high school,1.0,No,Less than 5,Neutral,Male,2.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1683,50.0,Married,17.0,38.0,$25 - $49,18.8,Standard,Post-undergraduate degree,6.0,No,5 to 15,Somewhat satisfied,Female,2.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1684,72.0,Unmarried,29.0,16.0,Under $25,7.9,Economy,High school degree,23.0,Yes,More than 15,Neutral,Male,1.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
1685,48.0,Unmarried,29.0,146.0,$75+,72.4,Luxury,High school degree,18.0,No,More than 15,Highly satisfied,Female,2.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1686,31.0,Unmarried,1.0,46.0,$25 - $49,23.0,Standard,Post-undergraduate degree,5.0,No,5 to 15,Highly dissatisfied,Female,2.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1687,47.0,Married,17.0,88.0,$75+,42.1,Luxury,High school degree,3.0,No,Less than 5,Highly satisfied,Female,3.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1688,38.0,Married,18.0,99.0,$75+,48.5,Luxury,High school degree,14.0,No,5 to 15,Highly satisfied,Female,3.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1689,29.0,Married,8.0,29.0,$25 - $49,15.100000000000001,Standard,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,4.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
1690,20.0,Married,0.0,49.0,$25 - $49,24.700000000000003,Standard,Some college,0.0,No,Less than 5,Neutral,Female,5.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
1691,35.0,Unmarried,4.0,62.0,$50 - $74,30.700000000000003,Luxury,High school degree,17.0,No,More than 15,Somewhat satisfied,Male,3.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1692,40.0,Married,8.0,24.0,Under $25,12.3,Economy,Did not complete high school,6.0,No,5 to 15,Highly satisfied,Male,4.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1693,62.0,Unmarried,31.0,42.0,$25 - $49,20.5,Standard,Some college,9.0,No,5 to 15,Highly satisfied,Female,1.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
1694,45.0,Unmarried,10.0,109.0,$75+,54.300000000000004,Luxury,Some college,11.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1695,45.0,Unmarried,19.0,58.0,$50 - $74,28.8,Standard,Did not complete high school,13.0,No,5 to 15,Neutral,Female,1.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1696,32.0,Unmarried,12.0,38.0,$25 - $49,18.8,Standard,High school degree,8.0,No,5 to 15,Highly satisfied,Female,1.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1697,57.0,Married,4.0,134.0,$75+,66.7,Luxury,College degree,17.0,No,More than 15,Somewhat satisfied,Female,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
1698,27.0,Unmarried,7.0,33.0,$25 - $49,16.2,Standard,Some college,3.0,No,Less than 5,Highly dissatisfied,Male,3.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1699,39.0,Married,11.0,73.0,$50 - $74,37.6,Luxury,Some college,9.0,No,5 to 15,Neutral,Male,2.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1700,59.0,Unmarried,16.0,128.0,$75+,64.2,Luxury,Some college,21.0,No,More than 15,Neutral,Female,1.0,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1701,41.0,Unmarried,18.0,65.0,$50 - $74,32.6,Luxury,Some college,17.0,No,More than 15,Neutral,Male,1.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
1702,27.0,Married,5.0,31.0,$25 - $49,15.3,Standard,Did not complete high school,2.0,No,Less than 5,Somewhat dissatisfied,Female,3.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1703,49.0,Unmarried,20.0,27.0,$25 - $49,13.5,Economy,Some college,0.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
1704,49.0,Married,27.0,36.0,$25 - $49,18.1,Standard,High school degree,2.0,No,Less than 5,Neutral,Female,2.0,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1705,53.0,Married,34.0,609.0,$75+,78.1,Luxury,Some college,31.0,No,More than 15,Highly satisfied,Female,2.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1706,53.0,Married,29.0,49.0,$25 - $49,25.0,Standard,Did not complete high school,15.0,No,More than 15,Neutral,Male,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
1707,38.0,Unmarried,15.0,39.0,$25 - $49,19.400000000000002,Standard,Did not complete high school,9.0,No,5 to 15,Neutral,Female,1.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1708,24.0,Unmarried,2.0,38.0,$25 - $49,19.1,Standard,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,3.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1709,45.0,Married,21.0,110.0,$75+,56.1,Luxury,High school degree,26.0,No,More than 15,Highly dissatisfied,Female,4.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1710,28.0,Married,6.0,24.0,Under $25,12.600000000000001,Economy,High school degree,8.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1711,35.0,Unmarried,1.0,64.0,$50 - $74,31.8,Luxury,College degree,3.0,No,Less than 5,Highly satisfied,Male,1.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1712,22.0,Unmarried,2.0,21.0,Under $25,10.3,Economy,Did not complete high school,0.0,No,Less than 5,Highly dissatisfied,Male,2.0,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
1713,41.0,Unmarried,4.0,73.0,$50 - $74,36.4,Luxury,Did not complete high school,13.0,No,5 to 15,Highly satisfied,Female,1.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
1714,36.0,Married,1.0,39.0,$25 - $49,19.6,Standard,College degree,1.0,No,Less than 5,Neutral,Female,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
1715,47.0,Married,3.0,60.0,$50 - $74,29.900000000000002,Standard,Did not complete high school,28.0,No,More than 15,Somewhat dissatisfied,Male,5.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1716,28.0,Married,3.0,25.0,$25 - $49,12.5,Economy,Some college,1.0,No,Less than 5,Somewhat dissatisfied,Male,2.0,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1717,41.0,Unmarried,1.0,41.0,$25 - $49,20.0,Standard,High school degree,1.0,No,Less than 5,Neutral,Female,1.0,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1718,54.0,Unmarried,30.0,118.0,$75+,57.400000000000006,Luxury,High school degree,21.0,No,More than 15,Somewhat dissatisfied,Male,1.0,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1719,42.0,Unmarried,6.0,68.0,$50 - $74,34.7,Luxury,High school degree,18.0,No,More than 15,Highly satisfied,Male,2.0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1720,37.0,Married,3.0,37.0,$25 - $49,18.5,Standard,High school degree,8.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1721,44.0,Married,2.0,113.0,$75+,55.2,Luxury,Some college,16.0,No,More than 15,Neutral,Male,5.0,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1722,29.0,Unmarried,10.0,31.0,$25 - $49,15.4,Standard,College degree,1.0,No,Less than 5,Somewhat satisfied,Male,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1723,37.0,Married,14.0,34.0,$25 - $49,17.3,Standard,College degree,7.0,No,5 to 15,Highly dissatisfied,Female,3.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
1724,21.0,Unmarried,2.0,18.0,Under $25,8.9,Economy,High school degree,1.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
1725,33.0,Married,12.0,28.0,$25 - $49,13.8,Economy,College degree,2.0,No,Less than 5,Somewhat satisfied,Male,2.0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1726,54.0,Married,23.0,33.0,$25 - $49,16.2,Standard,Some college,15.0,No,More than 15,Somewhat satisfied,Male,3.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
1727,26.0,Married,1.0,25.0,$25 - $49,12.8,Economy,High school degree,3.0,No,Less than 5,Somewhat satisfied,Female,4.0,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
1728,38.0,Unmarried,14.0,49.0,$25 - $49,24.8,Standard,College degree,3.0,No,Less than 5,Highly dissatisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1729,62.0,Unmarried,33.0,18.0,Under $25,9.0,Economy,High school degree,22.0,Yes,More than 15,Highly satisfied,Male,1.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
1730,31.0,Unmarried,12.0,17.0,Under $25,8.3,Economy,College degree,4.0,No,Less than 5,Somewhat dissatisfied,Male,4.0,No,Yes,Yes,No,,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
1731,66.0,Unmarried,8.0,23.0,Under $25,11.5,Economy,Did not complete high school,41.0,Yes,More than 15,Highly satisfied,Male,1.0,No,Yes,Yes,No,,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1732,33.0,Unmarried,8.0,57.0,$50 - $74,28.0,Standard,High school degree,8.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1733,58.0,Married,13.0,125.0,$75+,62.6,Luxury,College degree,17.0,Yes,More than 15,Somewhat dissatisfied,Male,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
1734,50.0,Unmarried,5.0,104.0,$75+,51.7,Luxury,Did not complete high school,28.0,No,More than 15,Highly satisfied,Male,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1735,38.0,Unmarried,5.0,55.0,$50 - $74,28.0,Standard,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,1.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1736,28.0,Unmarried,8.0,25.0,$25 - $49,12.3,Economy,College degree,4.0,No,Less than 5,Highly satisfied,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
1737,44.0,Unmarried,24.0,38.0,$25 - $49,18.8,Standard,Some college,0.0,No,Less than 5,Highly dissatisfied,Male,5.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1738,39.0,Unmarried,20.0,26.0,$25 - $49,13.100000000000001,Economy,Some college,2.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
1739,66.0,Married,29.0,152.0,$75+,76.0,Luxury,College degree,27.0,No,More than 15,Highly dissatisfied,Female,3.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
1740,49.0,Unmarried,3.0,43.0,$25 - $49,21.200000000000003,Standard,High school degree,9.0,No,5 to 15,Somewhat satisfied,Male,2.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
1741,46.0,Married,2.0,39.0,$25 - $49,19.900000000000002,Standard,High school degree,10.0,No,5 to 15,Somewhat satisfied,Male,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1742,73.0,Married,14.0,15.0,Under $25,7.5,Economy,Post-undergraduate degree,31.0,Yes,More than 15,Somewhat satisfied,Male,2.0,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1743,34.0,Unmarried,15.0,49.0,$25 - $49,25.700000000000003,Standard,Did not complete high school,11.0,No,5 to 15,Somewhat satisfied,Female,1.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1744,29.0,Unmarried,8.0,33.0,$25 - $49,16.0,Standard,College degree,1.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
1745,32.0,Married,13.0,18.0,Under $25,8.9,Economy,High school degree,0.0,No,Less than 5,Neutral,Female,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1746,19.0,Married,0.0,38.0,$25 - $49,18.900000000000002,Standard,High school degree,0.0,No,Less than 5,Highly dissatisfied,Female,4.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1747,69.0,Married,48.0,20.0,Under $25,10.100000000000001,Economy,Did not complete high school,7.0,No,5 to 15,Highly satisfied,Male,2.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
1748,43.0,Married,16.0,233.0,$75+,81.3,Luxury,College degree,19.0,No,More than 15,Highly satisfied,Male,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1749,30.0,Married,6.0,39.0,$25 - $49,19.700000000000003,Standard,Did not complete high school,5.0,No,5 to 15,Neutral,Female,4.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1750,42.0,Unmarried,1.0,25.0,$25 - $49,12.200000000000001,Economy,High school degree,4.0,No,Less than 5,Highly satisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
1751,38.0,Married,16.0,90.0,$75+,45.6,Luxury,College degree,5.0,No,5 to 15,Neutral,Male,2.0,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1752,43.0,Married,8.0,103.0,$75+,50.800000000000004,Luxury,College degree,14.0,No,5 to 15,Neutral,Male,4.0,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
1753,40.0,Unmarried,15.0,21.0,Under $25,10.3,Economy,Did not complete high school,0.0,No,Less than 5,Highly dissatisfied,Male,1.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
1754,56.0,Married,4.0,67.0,$50 - $74,34.0,Luxury,College degree,12.0,No,5 to 15,Highly satisfied,Female,2.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
1755,44.0,Married,17.0,117.0,$75+,59.7,Luxury,College degree,12.0,No,5 to 15,Neutral,Female,2.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
1756,58.0,Married,31.0,230.0,$75+,76.6,Luxury,Post-undergraduate degree,26.0,No,More than 15,Highly satisfied,Male,3.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
